mu_alpha,mu_beta,mu_kappa,mu_decay,sigma_alpha,sigma_beta,sigma_kappa,sigma_decay
0.024640767,0.58090633,-0.061038093,-1.4898005,2.7052324,1.8833713,0.52941523,3.0761632
0.96983174,0.5155883,0.043342069,0.18367865,3.1321575,3.0299002,0.56534623,1.6288307
2.5932291,0.46799315,-0.044577813,0.56963363,4.5219506,2.2625587,0.53326521,1.9275685
2.594683,0.42529509,-0.058713509999999997,0.5899866,4.3992952,2.2139667,0.51887368,1.9642371
-0.58570249,1.1087415,-0.014400822,0.85424287,2.0407107,1.9104603,0.63037596,1.8630438
0.71142986,0.52475611,0.1306717,0.79278225,2.8396568,2.0742783,0.5674887,2.1073496
0.14601608,0.6471773,0.18752603,0.40791491,3.1204485,2.7935784,0.66562555,1.99337
1.3833043,0.31115273,0.056639325,0.56083137,3.1220281,2.2771467,0.62870025,1.948
1.3069262,-0.035083957,-0.0079560845,0.75693234,2.87741,1.8260111,0.6276074,3.8637723
0.018981869,0.13796395,-0.016382754,0.82358519,1.9012658,1.7097301,0.55283331,3.2441061
-1.9728056,0.65519698,-0.06048101,0.9695572,2.6981981,1.8072051,0.65275755,3.3827018
-1.7368569,0.27590309,-0.093754808,0.92160207,2.3780261,1.7157591,0.56406991,2.9178199
-2.1626346,0.50974477,-0.099954346,-0.38397889,3.693616,1.8415439,0.70671633,3.2672652
-0.92550095,0.23044988,-0.15099883,0.076105334,3.0277706,1.4611537000000001,0.64955817,3.6108718
-0.59060647,0.81248707,0.14090514,0.67169313,2.9327717,1.4955783,0.67899785,2.7805167
-1.2764821,0.74928709,0.15860045,0.92830739,3.7531502,1.1862784,0.59712841,3.5389061
-0.98121651,0.6885982,0.11754287,2.4569578,3.2122274,1.4776902,0.55046653,5.4761132
-1.1428268,0.37405684,0.16458934,1.0215007,5.0592589,2.5295777,0.56454033,4.5373829
-1.6625696,0.30742831,0.31712534,-0.27805392,2.5174693,0.98027608,0.84267857,2.9098101
-1.503192,0.27206342,0.28464168,-0.57999529,2.7592811,1.1144506,0.76445489,2.4700948
0.55972853,-0.096165597,0.070968509,-0.7519707,2.8081249,2.5622259,0.72037493,2.4212022
0.35932453,-0.022746066,-0.080625286,-0.59156375,2.2653291,2.0034138,0.69796187,2.8213599
0.29210888,0.064693124,0.096095361,-0.46342459,2.304456,2.2984704,0.68939019,2.9935988
0.099949533,-0.40515146,0.084409722,-2.1132637,3.0926196,2.0245357,0.6191586,3.066425
0.81283894,-0.50288582,0.13655307,-0.5005164,2.9562133,1.5552224,0.57891135,3.5267184
-0.013230781,-0.098741259,0.1368007,0.26305641,2.9819345,2.3661325,0.57505301,3.3723499
-0.19723971,-0.10237229,0.065627997,0.60851159,2.5432511,1.940912,0.55262012,3.4522372
1.0880064,0.35536729,0.13767046,1.119881,3.4407657,2.2094986,0.45818213,2.9997195
1.0908922,0.3432455,0.11705277,1.0945154,3.3577821,2.2443759,0.45106558,2.9294304
2.4330705,-0.26750262,0.16785031,0.41872818,3.3638435,2.6876139,0.48424317,2.567179
1.8768292,0.22220443,0.13561944,1.3400279,3.1773869,2.0857018,0.55121599,2.7178541
-2.5946722,-0.051437247,0.16207515,1.1339782,2.4387379,2.7746469,0.72745952,5.3589166
-0.53080238,-0.41450067,0.11996208,0.45349046,2.4268135,1.7919864,0.48092884,2.2575677
-1.2367986,-0.087797462,0.10806659,0.11259134,2.9638246,2.1723981,0.45709906,6.4191537
-1.2696649,0.029532492,-0.0030469966,1.2313956,1.588658,1.8600223,0.69938251,4.4237881
-0.16205937,-0.19197193,0.057301173,0.86735663,1.9880277,1.802074,0.55910406,4.2087963
-0.25483096,-0.12334356,-0.024207675,0.91838869,2.6540532,2.1320005,0.50536462,2.2853943
-0.22169223,-0.2054877,0.030054029,0.741181,3.9723361,1.7744077,0.49704695,3.0703097
0.82538003,-0.087611003,0.052502732,0.40337093,4.0393255,1.8984765,0.56444254,2.7233753
0.74391346,-0.11922515,-0.011938352,0.45082131,4.0422448,1.9246663,0.56031787,2.6326803
-0.090153752,0.61828364,0.058256731,0.42114046,3.2271808,1.6949527,0.45137942,2.5285904
-0.89838189,1.0549886,-0.15156745,-1.1528697,2.1122149,3.4964549,0.72474529,4.0620725
-0.86445751,1.3319586,0.018284686,-0.46817019,1.9929805,2.6703025,0.61846455,2.4165674
-0.92317733,1.3017185,0.012951683,-0.45014481,2.0653538,2.2969721,0.73263991,2.1862372
-1.3613781,0.70987458,0.030040749,-1.2319953,2.3229918,3.4279856,0.48024273,4.1318344
-2.1702977,1.1463247,0.19720156,0.0079366003,3.2910939,1.4850443,0.58225037,3.2542741
0.42938333,-0.18754295,0.22884977,0.90859768,2.4718889,1.928096,0.82874144,2.23954
-1.0475246,-0.060002768,0.11854206,0.95172309,2.177835,1.5636133,0.79597807,4.9003057
-0.38225193,-0.46231737,0.051958301,1.2970317,2.1971338,1.6599797,0.78512392,2.8107364
2.9110452000000002,0.23560065,-0.055515499,0.062120347,4.4597385,1.902335,0.76433894,2.8290082
2.4347831,0.15807963,-0.098451302,-0.0093720288,4.681638,1.9047245,0.85852406,2.8576905
0.63300618,0.18429695,-0.0059032205,-0.38926619,2.7227784,1.5664355,0.85648061,2.9457632
-0.41074084,-0.24905532,0.075554655,0.048406226,2.4897271,1.8540434,0.71769555,3.0656493
1.0901027,-0.15182367,-0.072721309,-0.37992592,4.3536935,1.8806969,0.754352,3.8774551
0.67140019,0.1379304,-0.057208336,0.040287768,2.0779551,1.4747263,0.67434078,3.7037595
0.71381484,0.017167117,-0.088998233,0.59135158,2.9474419,1.2499244,0.64760432,4.7469161
0.3725376,0.65082077,0.013267926,0.34383979,2.4645412,3.3687118,0.42470283,3.032439
0.067966878,0.43415947,-0.016049642,0.44013743,4.0272275,2.5536958,0.52102283,2.1328556
-0.76157249,-0.20845694,-0.036720186,0.34214176,2.1588775,2.0123827,0.69401452,3.2217843
-1.9847241,0.047581036,0.058753764,0.03226997,3.2420616,2.24484,0.63875253,3.3016932
-1.4874609,0.40931655,0.013971024,0.30735424,2.6121862,1.6828694,0.71952263,3.1943217
-2.2572083,0.48933295,0.01814636,0.23447709,2.5953289,1.7293227,0.70566993,2.9575173
-1.9109627,0.82785945,0.13967635,-0.17435209,3.256659,1.5072726,0.64509663,2.1069578
-1.8164255,0.36989747,-0.14741981,1.3518236,3.7614863,1.2513575,0.66072067,2.1816958
-0.47270426,-0.051334134,-0.062928873,-0.23977692,2.7696807,2.7533944,0.52719943,2.7848923
-0.019880584,0.060719145,0.034937048,-1.9245374,3.0737533,1.3450284,0.57329065,4.0938171
-0.14051501,-0.16157308,0.014828209,-0.95285667,1.5983751,0.70213632,0.63417194,2.1148985
1.1298888,-0.098400467,0.0089295475,-2.2451693,2.591082,0.66352464,0.80208031,3.162134
0.47034039,0.018966421,0.17959918,1.1006596,4.2974949,0.63535826,0.59466011,1.903462
-0.29326062,0.11792885,0.074744428,0.29018876,1.9611479,0.57798201,0.58541664,2.6074997
0.074638435,-0.20220258,0.19907761,0.98478803,1.1915101,1.0799569,0.61210532,2.7190337
0.045746488,-0.43541091,0.13668226,0.45870880000000003,4.5370331,0.84854066,0.63732897,2.4221725
0.19541579,0.1218952,0.033992316,-0.58185965,2.2899106,0.88199024,0.5841537,2.4362145
5.4845472e-4,-0.0070822328,0.059228964,-0.35715139,3.944781,0.5107215,0.51353152,2.1625478
0.70869269,-0.30463816,0.17545834,-2.5666359,2.8728264,0.59168825,0.74109842,6.4216262
-1.896531,0.19591814,0.27283824,0.29480187,4.8445895,0.20359296,0.62663888,3.0712291
-1.8137081,-0.21991684,0.18248101,0.6474434,1.9262102,0.65091819,0.71659278,4.9985006
-0.68174017,-0.18048505,0.2829478,1.2695493,1.8602043,0.66802493,0.66131465,3.6437667
-0.21141896,0.082904243,0.32259258,-0.26979998,4.5650842,0.57345068,0.61935221,3.3014755
0.18977021,-0.17693186,0.11359933,-1.085463,1.8232465,0.99673572,0.73897768,2.6702739
0.62516319,-0.64132991,0.157479,-0.25667159,1.938605,1.0401572,0.55189187,2.8001053
-0.27659936,0.25386642,0.067478003,0.49581891,2.2743817,0.6046299,0.56503613,1.5568186
0.19406383,0.081703346,0.24802999,-1.4321367,2.1841402,0.7224806,0.7848284,4.9169734
0.41292012,0.053393359,0.17668629,-1.6881479,4.1721071,0.9757712,0.63830475,4.4581469
-0.62079001,0.0020030225,0.21099224,-1.7742527,3.0909208,0.80835269,0.54038038,5.8934945
-0.42766662,0.15015112,0.23062737,-1.2597314,3.1832844,1.0817283,0.70299602,2.3958755
0.61714182,-0.42394935,0.010075285,-2.1311943,2.1903528,0.90802854,0.82906774,4.1180489
-1.1367228,-0.35460429,-0.096513292,-1.4134585,3.2393889,1.0056203,0.81307685,3.6344303
2.6013051,0.095101033,-0.12615756,-2.2289023,5.1668142,0.87542121,0.80433029,5.2823125
-1.5457322,0.36581675,0.48614169,-0.94646923,2.6183604,0.59598348,0.96573503,5.1949859
-1.4442718,0.4198306,0.39721819,-0.41564245,3.5762262,0.6441367,1.1395049,4.6290866
-1.4145046,0.61588211,0.12695004,0.55158859,3.5337781,0.49020952,0.76492273,4.4684367
2.283227,-0.30498887,0.086354414,0.3391503,2.9794379,1.2072409,0.81558202,2.7933436
0.37433076,-0.39658787,0.19090628,-0.18378801,1.8878018,1.4968793,0.50018562,4.2669402
0.38360233,-0.5705384,0.12369504,-0.53247774,2.3796615,1.3055905,0.52333712,4.9794052
0.99081662,-0.25138013,0.11703883,0.018558382,4.2295049,1.2294458,0.67340211,3.8201785
-1.0888185,0.49358583,0.35067194,0.44721368,3.2048772,0.4703303,0.75669271,3.2379376
-2.8869783,0.48862896,0.24436149,0.64746167,3.5837559,0.99170861,0.63153796,5.7386571
-0.42153919,0.27673826,0.13924733,0.40492595,3.0977771,0.50952864,0.74745099,2.9448444
-1.0743487,0.31865513,0.32116704,-0.5504008,2.6264381,0.66312309,0.77096442,5.2122568
-1.0515154,0.44861371,0.19193319,0.50806984,2.6193463,0.6726029,0.77975888,3.3889377
0.69730807,0.12410614,-0.094546592,0.25382272,3.7838608,0.90311614,0.82397473,4.0356532
0.24597019,-0.27271996,0.012429799,0.44661702,2.6431579,1.6145822,0.68193195,4.8351905
-1.4734159,0.38299058,0.011723822,0.21582563,2.9802281,0.97637764,0.60799805,2.7211337
-1.3907871,0.23229154,-0.39175383,-0.22691403,2.6754186,0.61784672,0.91296747,2.6545622
-0.2985468,-9.1950102e-4,-0.090064399,-0.91547014,2.165941,0.61307689,0.56429816,3.1250759
1.0100631,-0.3091751,0.041666944,0.77457032,3.2789774,0.80006856,0.58515237,3.1236067
1.8313215,0.17325207,0.16956694,0.58823669,3.5005227,0.84680505,0.60185552,5.2647179
1.8010912,0.15465315,0.18107749,0.61051349,3.5244713,0.86294454,0.59647519,5.2593633
1.3624629,-0.68706751,0.13862412,-0.59123998,3.0400566,1.3241434,0.67939133,2.901189
1.32783,-0.046661755,-0.066695853,-0.48350126,3.0639826,1.0106219,0.78541108,3.0917103
-0.41490569,-0.53324759,0.0083571108,-1.2467608,3.3974015,0.83161383,0.5770361,3.4299971
-0.065164093,0.32659637,-0.10957038,0.13639351,3.2338676,1.1748554,0.69647132,4.019808
-0.55119397,0.026525521,-0.024439901,-0.040250073,2.0284215,0.75706025,0.92051749,3.0395861
-1.5118924,0.57814576,0.29959944,-0.56238972,6.3834675,0.98046117,0.61603225,2.2439944
-1.2828944,0.55047884,0.34594967,-0.60776957,2.2458307,0.82702097,0.56008769,1.8583212
0.21825177,-0.40026568,0.31298532,-0.022174583,1.9536839,1.2598221,0.67594841,2.2977826
-0.40656074,0.058917381,0.20467891,-0.45460647,1.5211582,0.88150064,0.57154897,3.7224073
-0.30792993,-0.29472604,0.15524008,0.46000729,1.7076708,1.1732146,0.51836611,2.8958327
-0.28444667,-0.19431007,0.23026801,0.16783855,1.5040993,1.0050397,0.48712476,2.8163113
0.97760534,-0.009074456,0.057715489,-1.3773951,2.1785654,1.8105236,0.72562765,3.2716616
0.60201102,-0.49148647,0.13645631,-0.54808632,1.9492276,0.87717941,0.5095905,2.6131349
0.57068531,0.05591014,-0.026350255,0.11674237,2.9323281,0.79825618,0.52919547,2.0246054
0.53407659,0.047634983,0.069985016,-1.2417793,2.6704931,0.92771379,0.38359346,3.1633169
-0.32512472,-0.048341741,-0.052026465,-0.55356409,3.7787992,1.1049029,0.56269685,3.0400095
2.2702308,0.054691864,0.038523984,0.47055888,5.0167074,0.95571197,0.51260152,2.253914
-1.2323929,0.29090497,-0.049199764,0.096954874,1.5132792,0.8252658,0.51060481,1.9952156
-0.11020833,-0.1264769,0.1691667,-0.23489769,4.9176882,0.91789685,0.53899193,2.7136405
-0.12337274,0.16853534,0.1913376,0.21851737,1.7266109,0.8606088,0.55379886,2.255045
0.92673015,-0.24388039,0.27976474,-0.3043276,3.1414489,1.1222779,0.65403722,2.3948956
0.050400438,-0.20136451,0.50168046,-1.1949491,2.1725954,0.92837091,0.693822,2.8961802
0.76043526,-0.18823968,0.37529159,-0.47063995,3.345619,0.55347268,0.55808067,2.9343562
-0.4396506,-0.30855295,0.41871999,-0.5993554,3.6492394,1.3596684,0.44996888,3.7754357
0.013972046,0.20487432,0.31609796,-1.3543642,3.4896071,1.0227253,0.54052469,5.4809911
1.5929328,-0.66363064,-0.03678091,-0.36333134,2.4232423,0.88529833,0.71607164,3.1410333
0.95941411,-0.56376788,-0.037887522,-0.35470892,2.2796421,0.77038464,0.55355758,3.8756454
2.1065189,-0.50303001,0.038193324,1.2660381,2.4156632,0.91893742,0.67456123,2.4756023
1.8290276,-1.0769997,-0.040839857,0.35547604,1.8842395,2.3800924,0.70601765,3.3571763
-0.40408021,0.57864236,-0.015956998,0.88541585,2.0488395,0.91653946,0.4996212,3.0901979
-0.23145196,0.14096564,0.034293216,1.3324664,1.9542895,0.83683497,0.58761592,2.2109473
1.1669853,-0.081879312,-0.097227186,0.29664592,3.1165849,1.2816522,0.55034174,4.7013428
-1.0281054,0.41149507,-0.22579209,0.3981184,3.3374126,0.51526157,0.51761607,3.2914432
0.98677262,-0.07783379,-0.31961772,0.31355353,3.6540467,0.88572207,0.64639736,2.8039598
-1.4727879,0.087409465,-0.35886926,1.8133542,2.0462348,0.58337499,0.5419546,3.181611
-1.3745765,0.32442764,-0.32352026,1.0879712,3.519667,0.72654331,0.55495435,2.4905298
0.7804781,0.41753236,-0.036633759,0.86515689,3.294146,0.86922318,0.61842043,2.4492799
-0.19151051,-0.069906525,-0.072038225,-0.40271319,2.8841319,0.72330354,0.66029451,2.6615707
1.4707606,0.19528834,-0.032067974,-0.89751896,3.0009245,1.2538974,0.49915445,3.86833
0.31404913,0.16862393,-0.04866254,-1.5564555,3.0723784,0.79006924,0.57674482,3.618919
-0.91645079,0.12777449,0.024452089,0.6117269,2.5995979,0.9159273,0.72983161,2.7843409
0.27443141,0.032365543,-0.017582218,-0.7352902,3.3313373,0.62080699,0.51537146,3.0880312
-1.1712824,-0.15587233,-0.087335362,-0.50223595,2.4888664,1.0380874,0.62538303,2.4933595
0.81222643,-0.48443496,-0.0994173,-0.16540122,3.5360008,0.67831272,0.69507581,3.5106938
0.9231502,0.089300655,0.048502463,-3.4296603,2.1584939,0.67527122,0.54869381,5.0814057
0.13743793,-0.12549309,0.12217939,-2.2564994,3.5804256,1.4143704,0.64502584,5.1901825
0.35195204,-0.028487435,0.078624708,-0.9492211,2.9093957,0.75346621,0.6966166,2.5756834
0.070954849,-0.032524666,-0.19481653,-2.46022,3.315449,1.2271212,0.48075405,5.8138588
-0.66245072,0.22884216,-0.28339533,-3.6240092,3.2771718,0.80697301,0.50383544,4.9918219
-0.46239185,0.013714815,-0.19973446,-0.35202669,2.061108,0.71843571,0.525384,2.8922402
-0.34180562,0.26233784,-0.091693404,0.33427811,2.7057482,0.63293302,0.45388058,3.3352485
-0.34240821,0.19606564,0.048342191,0.68616594,2.2919839,0.74554788,0.49606299,3.6038989
-0.4321688,-0.059833684,0.014552298,0.14513591,4.9371449,1.0921034,0.55205036,2.2687273
0.042266492,0.36137826,-0.026480219,0.24415113,2.4097394,1.090005,0.5751695,4.2109735
0.31490435,0.49316768,-0.082130318,-0.40082719,2.0766271,0.9045057,0.67279915,4.2346064
0.54513961,-0.92179982,-0.024492052,-0.27301989,2.2820219,1.1681259,0.70995026,2.8032016
-0.23466543,-1.247751,0.1560219,0.35386572,2.4968021,1.0364071,0.58365196,3.406412
0.25766253,-0.24040792,0.088746707,0.029070199,2.9907514,0.696223,0.64194059,2.0913931
-0.13522911,-0.2467191,0.077968537,-1.5786346,1.6072902,0.94847337,0.57396038,3.8407768
-0.099085565,-0.25090766,0.16481352,-2.452002,2.5377477,0.85613621,0.89421394,3.3637844
1.0730001,-0.12250646,-0.013445099,0.34173046,3.9704831,0.92011565,0.55839052,2.9820631
0.84176526,-0.12860563,-0.020941314,0.21159033,1.6844903,1.1974596,0.59674541,3.6349984
1.8731772,-0.7023737,-0.206538,-0.93104848,2.1593401,1.3855479,0.68483824,3.3877702
-0.60810669,0.050291216,-0.034451107,-0.83757646,1.3850635,0.64366868,0.54287636,2.7189945
-1.2910711,0.0032764572,-0.028389981,-1.0092738,1.9674306,1.0716149,0.6018701,2.4900764
0.45069728,-0.2295456,-0.13536164,-0.15216545,3.1192547,1.2402341,0.60629983,3.637229
0.43739972,-0.21387497,-0.1357056,1.6750032,3.714881,0.95054111,0.4770745,2.5156706
1.2679196,0.13755632,-0.24344957,0.76541643,3.9907543,0.77875125,0.62966587,2.4407513
-0.45095813,0.29512922,-0.19630607,0.76510182,1.6748189,0.79107936,0.47925283,3.0126609
0.44971148,0.26882497,-0.18240109,1.2143039,3.0075384,0.59863717,0.51693502,3.0855791
-2.1516279,0.15977366,-0.11684474,0.35985851,3.9859804,1.3491735,0.42498385,4.2828754
-1.3204741,-0.21576257,-0.012131038,-0.43528201,3.1210107,0.8811764,0.4813674,3.3047847
3.0988826,0.1609262,-0.16586579,0.65302757,3.7690887,0.95085073,0.75179713,2.8164549
-0.51466592,0.022426676,0.30355426,-0.15962968,3.0955914,0.77082436,0.70907358,2.846335
-0.53731569,0.24750772,0.20040454,-0.54212887,2.2657275,0.5738647,0.54976034,3.6530821
-0.15827689,0.11479659,0.37915205,-0.089392999,2.4060248,0.66951962,0.63857855,3.4858572
-1.3864769,0.32138705,0.17250051,0.24838254,3.6621562,0.58884287,0.70091955,3.6033956
-0.40396964,0.017914771,0.24480754,-0.16591397,3.3294086,0.49111151,0.56689872,4.7202821
-0.7094213,0.018467706,0.3089322,0.9080219,1.9787409,0.5008613,0.7627188,1.8329658
0.90267547,-0.23230891,0.23004793,0.12750958,4.288098,0.57040542,0.68281821,4.1177532
0.22695684,0.016515755,0.04493674,-0.11422511,2.0301083,0.50778483,0.75702228,2.2799133
-0.75377025,-0.030633569,-0.2184725,1.2829608,3.1431197,0.74415065,0.56200092,4.5476612
-0.80341573,0.51694536,-0.42853803,0.35110137,2.6730411,0.91295741,0.62031553,1.9905941
0.50554067,-0.3410723,-0.13852819,0.1994888,2.6025969,1.8445865,0.91239795,5.4628948
-0.71663936,-0.16855284,-0.039752851,0.6938866,6.6662933,0.96066976,0.98564863,2.8208751
0.017056848,-0.11969842,-0.12809077,1.5024737,3.0185933,1.4187434,0.67361185,2.6554897
-1.6667754,0.040369481,-0.13895928,0.75241524,3.6676291,1.0504739,0.73921246,1.7067194
-0.56341788,-0.092667565,0.022384171,1.1751345,2.6252873,0.75536884,0.62709344,4.0505146
-0.14748119,-0.59136805,-0.078195402,0.62986996,5.7947443,1.1252767,0.72316037,4.456585
-0.23097333,-0.56611556,-0.074332042,0.68394039,5.7665139,1.1070496,0.73988377,4.3436638
-0.11708706,-0.36966701,-0.06627063,-0.51078671,2.1387074,0.85433659,0.75041382,4.8025877
0.74723814,-0.17433576,0.045618884,0.21700667,3.3518356,0.9147437,0.91338483,4.9462431
0.47513714,0.13642507,0.11722948,0.57839116,2.687254,0.53291128,0.75852142,2.3966797
0.53636667,-0.18084129,0.09703843,0.18886887,3.9222742,0.85472389,0.90248244,3.3717164
-1.0230157,0.55769419,-0.043594912,-0.41993814,2.0500901,0.56738963,0.82698772,3.3258009
-0.28447756,0.12294256,-0.043031468,-0.40517063,4.7064332,0.32195714,0.62302118,5.6938119
-0.33696523,0.18113123,0.022288275,0.92686048,2.6932299,0.34073491,0.6106993,3.9612623
-0.41367882,0.066127902,-0.032221776,1.0566061,2.6072712,0.41462573,0.60096539,4.1414049
-0.4182861,-0.43822538,0.091516711,-0.99565341,1.8144917,1.0330841,0.82464064,3.555699
0.41542916,0.19264407,0.023239655,-1.4033992,1.7897998,0.72269653,0.75656517,5.548553
0.81875636,0.10706859,-0.10412496,-0.91951915,1.9074534,0.72106358,0.82717867,4.0397178
0.78410424,0.2886703,-0.093392599,-0.8424635,2.4894474,0.63062621,0.73396324,4.3084072
-0.0081992081,-0.071594527,-0.061071614,0.41695781,2.0136529,0.41443967,0.56162695,3.5155354
0.32329599999999997,-0.41867543,0.073230339,-0.47272721,1.7496029,0.57054552,0.45419716,3.9361311
0.059885072,-0.029383711,0.23600504,0.2125601,1.5244776,0.43170517,0.60515608,3.2640654
0.0046759254,0.27855876,0.060504375,0.62634779,2.7628653,0.56702823,0.7640538,2.7683185
-1.0822065,0.23813718,0.31477118,-2.4762781,2.6290056,0.61175666,0.5367202,3.5143833
-1.6057002,0.4502396,0.30559294,-0.56002678,3.8458995,0.99429034,0.49830787,2.9159137999999998
-1.5319788,0.43557844,0.26754988,-0.53707944,3.3711554,0.68659932,0.51997157,2.9980941
-2.4573186,0.31105351999999997,0.38155369,-0.35844835,2.9724432,0.48579274,0.6276458,2.6693723
-2.3580178,0.18366711,0.35464087,-0.59610775,3.3992197,0.64866149,0.57382662,3.75638
-2.4787708,0.37525866,0.33710125,-0.91796647,3.1253069,0.45700307,0.727517,4.2385615
-2.8052662,0.18835036,0.25415784,-0.88726048,3.3189388,0.51008103,0.60189638,3.959586
0.691951,0.056435276,0.18527826,-0.43132491,3.0021607,0.84782984,0.6201814,3.1352101
0.98218174,-0.06356034,0.044486296,0.038437326,1.572112,1.0390449,0.52382878,2.9849327
0.29425228,0.54647668,0.13126826,0.24156035,1.9403912,1.5068033,0.47727912,3.8664296
0.38303264,-0.22658384,0.063082195,0.41787365,3.4280175,0.78030727,0.54882817,3.5221001
-0.28692863,-1.1703593,0.093083397,0.77975581,2.2802042,2.8089141,0.53700796,2.8209813
0.34047626,-0.50122171,0.0172665,1.4144387,2.5131688,1.3920035,0.51345934,2.9877634
0.25757294,0.12492274,-0.019591081,0.99339327,1.443212,1.3418796,0.43184405,1.779357
1.4400124,-0.32529684,0.056328973,1.6853312,2.5013573,1.1484566,0.43669753,1.8713044
-0.53127443,-0.57272968,-0.0034407245,1.2341367,2.2212287,1.3505206,0.55113748,2.2880644
-0.32003017,-0.018348287,0.1890882,0.40139388,1.5632343,0.69023919,0.54421361,3.1775265
0.89851873,-0.37777127,0.10639598,0.15850696,2.8709105,0.81100425,0.49404677,3.7112813
0.13920437,0.031144779,0.13129198,-0.41908469,2.4806938,0.59329493,0.63996885,3.9889632
-1.5190336,0.29637944,0.09765166,0.34592691,4.4214441,0.63704548,0.59751911,2.5666298
1.5829966,0.066143905,0.061866795,0.48403341,2.7108878,1.2233845,0.4684464,2.3128742
1.6723061,-0.14885803,0.13376575,-0.11287467,2.2960071,0.96273838,0.47293861,2.4459194
-0.43721216,-0.021333886,0.16068795,-0.36806461,3.247682,0.85379829,0.65377567,4.8412923
-0.5368913,0.029210144,0.0536589,1.0590646,2.8307417,1.0427271,0.57949508,3.6308268
-0.11339064,0.11262637,0.031231028,1.9568313,3.0772786,0.66323213,0.42775348,4.3410748
